School Decile,Māori,European/ Pākehā,Immersion Level 1,Immersion None,clusters,cluster
7.0,20,99,0,104,0,pink
7.0,22,95,0,46,0,pink
7.0,26,95,0,64,0,pink
7.0,21,105,0,1,0,pink
7.0,23,101,0,83,0,pink
7.0,25,111,0,123,0,pink
7.0,39,116,0,71,0,pink
7.0,38,112,0,90,0,pink
7.0,47,122,0,95,0,pink
2.0,157,110,0,217,0,pink
2.0,161,116,0,244,0,pink
2.0,161,108,0,233,0,pink
2.0,169,99,0,200,0,pink
2.0,187,85,0,203,0,pink
3.0,205,100,0,218,0,pink
3.0,185,110,0,247,0,pink
3.0,188,106,0,273,0,pink
3.0,158,106,0,233,0,pink
3.0,142,99,0,170,0,pink
3.0,154,91,0,175,0,pink
3.0,157,80,0,196,0,pink
3.0,158,68,0,228,0,pink
3.0,156,52,0,160,0,pink
3.0,170,52,0,208,0,pink
5.0,87,263,0,291,0,pink
5.0,86,260,0,262,0,pink
5.0,76,240,0,258,0,pink
5.0,69,214,0,243,0,pink
5.0,57,192,0,229,0,pink
5.0,64,182,0,231,0,pink
5.0,65,185,0,235,0,pink
5.0,52,172,0,196,0,pink
5.0,45,143,0,147,0,pink
5.0,31,136,0,59,0,pink
5.0,33,156,0,68,0,pink
5.0,34,138,0,57,0,pink
5.0,41,153,0,76,0,pink
5.0,52,169,0,97,0,pink
5.0,65,169,0,107,0,pink
9.0,26,206,0,225,0,pink
9.0,27,206,0,222,0,pink
9.0,27,216,0,234,0,pink
9.0,33,232,0,267,0,pink
9.0,31,228,0,253,0,pink
9.0,29,241,0,278,0,pink
9.0,31,241,0,272,0,pink
9.0,30,257,0,303,0,pink
9.0,25,262,0,0,0,pink
9.0,30,249,0,290,0,pink
9.0,29,268,0,0,0,pink
9.0,37,270,0,1,0,pink
9.0,40,267,0,236,0,pink
9.0,37,259,0,1,0,pink
9.0,41,260,0,0,0,pink
9.0,33,280,0,323,2,dark purple
9.0,33,287,0,330,2,dark purple
9.0,36,289,0,337,2,dark purple
9.0,32,297,0,339,2,dark purple
9.0,30,313,0,354,2,dark purple
9.0,27,292,0,299,0,pink
9.0,25,276,0,308,0,pink
9.0,22,270,0,301,0,pink
9.0,24,268,0,304,0,pink
9.0,18,271,0,304,0,pink
9.0,22,261,0,301,0,pink
9.0,24,256,0,297,0,pink
9.0,22,245,0,285,0,pink
9.0,25,251,0,295,0,pink
9.0,28,241,0,287,0,pink
8.0,183,733,0,872,2,dark purple
8.0,186,783,0,923,2,dark purple
8.0,189,808,0,933,2,dark purple
8.0,215,887,0,1063,1,purple
8.0,258,1035,0,1220,1,purple
8.0,264,1051,0,1289,1,purple
8.0,320,1069,0,1357,1,purple
8.0,326,1075,0,1360,1,purple
8.0,290,1038,0,1296,1,purple
8.0,292,1060,0,1286,1,purple
8.0,262,1043,0,1234,1,purple
8.0,259,1054,0,1228,1,purple
8.0,245,1019,0,1210,1,purple
8.0,248,1021,0,1200,1,purple
8.0,252,1025,0,1197,1,purple
8.0,167,1144,0,1354,1,purple
8.0,175,1089,0,1293,1,purple
8.0,151,1037,0,1238,1,purple
8.0,155,961,0,1179,1,purple
8.0,148,887,0,1080,1,purple
8.0,142,878,0,1078,1,purple
8.0,140,874,0,1069,1,purple
8.0,163,865,0,1099,1,purple
8.0,176,876,0,1126,1,purple
8.0,195,922,0,1185,1,purple
8.0,221,949,0,1229,1,purple
8.0,230,967,0,1241,1,purple
8.0,245,935,0,1167,1,purple
8.0,251,975,0,1216,1,purple
8.0,299,917,0,1260,1,purple
5.0,138,297,0,430,2,dark purple
5.0,141,331,0,462,2,dark purple
5.0,151,308,0,491,2,dark purple
5.0,153,308,0,457,2,dark purple
5.0,172,300,0,442,2,dark purple
6.0,149,282,0,400,2,dark purple
6.0,142,275,0,384,2,dark purple
6.0,133,265,0,285,0,pink
6.0,121,276,0,351,2,dark purple
6.0,120,305,0,381,2,dark purple
6.0,164,355,0,481,2,dark purple
6.0,191,411,0,580,2,dark purple
6.0,214,476,0,696,2,dark purple
6.0,207,507,0,693,2,dark purple
6.0,210,509,0,702,2,dark purple
7.0,273,792,0,1151,1,purple
7.0,275,744,0,1103,1,purple
7.0,280,680,0,1049,1,purple
7.0,269,630,0,997,2,dark purple
7.0,268,653,0,1008,2,dark purple
6.0,259,654,0,1007,2,dark purple
6.0,248,652,0,984,2,dark purple
6.0,247,606,0,942,2,dark purple
6.0,242,553,0,917,2,dark purple
6.0,215,523,0,861,2,dark purple
6.0,231,513,0,864,2,dark purple
6.0,237,538,0,912,2,dark purple
6.0,269,548,0,955,2,dark purple
6.0,256,552,0,979,2,dark purple
6.0,285,576,0,1009,2,dark purple
6.0,126,520,0,653,2,dark purple
6.0,117,506,0,615,2,dark purple
6.0,116,483,0,591,2,dark purple
6.0,153,491,0,618,2,dark purple
6.0,146,474,0,592,2,dark purple
6.0,167,475,0,590,2,dark purple
6.0,166,485,0,645,2,dark purple
6.0,156,515,0,640,2,dark purple
6.0,178,550,0,687,2,dark purple
6.0,204,528,0,708,2,dark purple
6.0,221,523,0,747,2,dark purple
6.0,227,518,0,768,2,dark purple
6.0,193,497,0,706,2,dark purple
6.0,203,524,0,719,2,dark purple
6.0,210,502,0,712,2,dark purple
9.0,92,495,0,659,2,dark purple
9.0,98,494,0,668,2,dark purple
9.0,104,485,0,675,2,dark purple
9.0,113,486,0,692,2,dark purple
9.0,118,478,0,693,2,dark purple
8.0,110,472,0,689,2,dark purple
8.0,112,447,0,674,2,dark purple
8.0,143,423,0,683,2,dark purple
8.0,131,407,0,682,2,dark purple
8.0,136,412,0,699,2,dark purple
8.0,153,387,0,662,2,dark purple
8.0,152,379,0,538,2,dark purple
8.0,161,351,0,504,2,dark purple
8.0,170,330,0,509,2,dark purple
8.0,164,331,0,504,2,dark purple
5.0,255,378,0,872,2,dark purple
5.0,264,372,0,845,2,dark purple
5.0,273,349,0,830,2,dark purple
5.0,271,350,0,834,2,dark purple
5.0,249,358,0,818,2,dark purple
5.0,252,354,0,788,2,dark purple
5.0,282,332,0,790,2,dark purple
5.0,284,370,0,819,2,dark purple
5.0,283,367,0,792,2,dark purple
5.0,301,397,0,836,2,dark purple
5.0,300,440,0,862,2,dark purple
5.0,299,532,0,952,2,dark purple
5.0,269,570,0,1089,1,purple
5.0,277,610,0,1018,2,dark purple
5.0,279,623,0,1060,1,purple
2.0,297,30,0,405,2,dark purple
2.0,287,28,0,372,0,pink
2.0,246,29,0,300,0,pink
2.0,216,27,0,296,0,pink
2.0,241,33,0,305,0,pink
3.0,218,30,0,301,0,pink
3.0,193,33,0,270,0,pink
2.0,228,32,0,275,0,pink
2.0,242,37,0,300,0,pink
2.0,276,45,0,312,0,pink
2.0,299,66,0,335,0,pink
2.0,315,76,0,321,0,pink
2.0,318,73,0,321,0,pink
2.0,287,85,0,301,0,pink
2.0,294,89,0,384,2,dark purple
1.0,121,16,0,578,2,dark purple
1.0,136,12,0,540,2,dark purple
1.0,145,26,0,657,2,dark purple
1.0,120,9,0,515,2,dark purple
1.0,122,11,0,523,2,dark purple
1.0,117,9,0,432,2,dark purple
1.0,132,10,0,463,2,dark purple
1.0,132,10,0,414,0,pink
1.0,133,8,0,425,2,dark purple
1.0,141,6,0,409,0,pink
1.0,157,12,0,415,0,pink
1.0,193,9,0,449,2,dark purple
1.0,215,9,0,492,2,dark purple
1.0,207,7,0,488,2,dark purple
1.0,205,8,0,525,2,dark purple
2.0,98,60,0,282,0,pink
2.0,99,52,0,284,0,pink
2.0,95,48,0,299,0,pink
2.0,81,45,0,298,0,pink
2.0,73,42,0,285,0,pink
1.0,70,42,0,269,0,pink
1.0,51,32,0,239,0,pink
1.0,51,20,0,210,0,pink
1.0,38,18,0,238,0,pink
1.0,39,15,0,201,0,pink
1.0,38,9,0,215,0,pink
1.0,49,6,0,242,0,pink
1.0,56,5,0,196,0,pink
1.0,80,5,0,284,0,pink
1.0,85,6,0,283,0,pink
9.0,173,866,0,1282,1,purple
9.0,203,812,0,1269,1,purple
9.0,222,811,0,1297,1,purple
9.0,248,794,0,1307,1,purple
9.0,244,798,0,1329,1,purple
8.0,275,791,0,1360,1,purple
8.0,259,781,0,1338,1,purple
8.0,287,770,0,1348,1,purple
8.0,253,720,0,1296,1,purple
8.0,246,664,0,1295,1,purple
8.0,281,642,0,1326,1,purple
8.0,271,608,0,1237,1,purple
8.0,262,530,0,1189,1,purple
8.0,281,498,0,1075,2,dark purple
8.0,269,436,0,1040,2,dark purple
3.0,253,194,0,565,2,dark purple
3.0,244,162,0,533,2,dark purple
3.0,203,125,0,454,2,dark purple
3.0,220,106,0,425,2,dark purple
3.0,204,97,0,396,2,dark purple
2.0,218,87,0,404,2,dark purple
2.0,200,82,0,387,2,dark purple
2.0,213,80,0,392,2,dark purple
2.0,196,61,0,354,0,pink
2.0,185,57,0,319,0,pink
2.0,176,58,0,333,0,pink
2.0,162,61,0,309,0,pink
2.0,157,56,0,294,0,pink
2.0,159,70,0,312,0,pink
2.0,161,72,0,333,0,pink
2.0,221,188,0,656,2,dark purple
2.0,202,179,0,633,2,dark purple
2.0,227,194,0,685,2,dark purple
2.0,231,205,0,633,2,dark purple
2.0,238,189,0,632,2,dark purple
3.0,245,185,0,662,2,dark purple
3.0,233,177,0,645,2,dark purple
3.0,228,156,0,625,2,dark purple
3.0,213,176,0,613,2,dark purple
3.0,231,166,0,659,2,dark purple
3.0,238,188,0,683,2,dark purple
3.0,246,177,0,669,2,dark purple
3.0,248,181,0,735,2,dark purple
3.0,259,192,0,710,2,dark purple
3.0,245,178,0,707,2,dark purple
5.0,78,214,0,397,2,dark purple
5.0,87,230,0,408,2,dark purple
5.0,98,233,0,395,2,dark purple
5.0,121,260,0,424,2,dark purple
5.0,128,270,0,451,2,dark purple
6.0,123,275,0,449,2,dark purple
6.0,143,283,0,441,2,dark purple
6.0,146,284,0,452,2,dark purple
6.0,142,277,0,444,2,dark purple
6.0,152,270,0,448,2,dark purple
6.0,165,279,0,456,2,dark purple
6.0,156,292,0,454,2,dark purple
6.0,169,270,0,458,2,dark purple
6.0,163,272,0,431,2,dark purple
6.0,172,262,0,469,2,dark purple
8.0,258,984,0,1571,1,purple
8.0,244,955,0,1537,1,purple
8.0,237,919,0,1470,1,purple
8.0,246,868,0,1450,1,purple
8.0,293,885,0,1481,1,purple
8.0,318,879,0,1452,1,purple
8.0,321,925,0,1501,1,purple
8.0,313,954,0,1562,1,purple
8.0,281,955,0,1548,1,purple
8.0,271,934,0,1515,1,purple
8.0,286,984,0,1574,1,purple
8.0,288,952,0,1174,1,purple
8.0,301,968,0,1243,1,purple
8.0,308,953,0,1319,1,purple
8.0,302,988,0,1773,1,purple
7.0,103,475,0,0,0,pink
7.0,116,461,0,0,0,pink
7.0,116,460,0,10,0,pink
7.0,122,454,0,0,0,pink
7.0,137,447,0,0,0,pink
7.0,137,428,0,0,0,pink
7.0,136,406,0,0,0,pink
7.0,148,388,0,1,0,pink
7.0,161,372,0,708,2,dark purple
7.0,175,360,0,701,2,dark purple
7.0,171,350,0,693,2,dark purple
7.0,174,347,0,696,2,dark purple
7.0,174,317,0,678,2,dark purple
7.0,178,306,0,676,2,dark purple
7.0,188,296,0,707,2,dark purple
10.0,19,468,0,579,2,dark purple
10.0,19,409,0,516,2,dark purple
10.0,22,333,0,450,2,dark purple
10.0,25,299,0,416,2,dark purple
10.0,27,266,0,388,2,dark purple
10.0,21,237,0,340,2,dark purple
10.0,20,237,0,355,2,dark purple
10.0,23,204,0,335,0,pink
10.0,22,192,0,331,0,pink
10.0,21,186,0,315,0,pink
10.0,19,168,0,307,0,pink
10.0,24,153,0,303,0,pink
10.0,17,132,0,289,0,pink
10.0,13,122,0,263,0,pink
10.0,15,124,0,264,0,pink
10.0,33,357,0,221,0,pink
10.0,32,374,0,234,0,pink
10.0,40,374,0,247,0,pink
10.0,45,385,0,199,0,pink
10.0,48,386,0,282,2,dark purple
10.0,47,389,0,275,2,dark purple
10.0,49,386,0,275,2,dark purple
10.0,51,380,0,261,2,dark purple
10.0,56,372,0,262,0,pink
10.0,56,368,0,267,2,dark purple
10.0,57,350,0,264,0,pink
10.0,54,340,0,268,0,pink
10.0,61,330,0,262,0,pink
10.0,60,334,0,278,0,pink
10.0,62,318,0,281,0,pink
6.0,1,30,0,0,0,pink
6.0,2,33,0,0,0,pink
6.0,2,30,0,0,0,pink
6.0,1,25,0,0,0,pink
6.0,3,27,0,0,0,pink
7.0,2,39,0,0,0,pink
7.0,5,40,0,0,0,pink
7.0,11,42,0,0,0,pink
7.0,13,38,0,0,0,pink
7.0,16,51,0,0,0,pink
7.0,12,63,0,0,0,pink
7.0,10,50,0,0,0,pink
7.0,10,36,0,0,0,pink
7.0,10,50,0,0,0,pink
7.0,13,60,0,0,0,pink
9.0,130,483,0,937,2,dark purple
9.0,107,466,0,875,2,dark purple
9.0,117,468,0,869,2,dark purple
9.0,114,447,0,855,2,dark purple
9.0,111,440,0,835,2,dark purple
9.0,109,418,0,807,2,dark purple
9.0,119,397,0,789,2,dark purple
9.0,118,412,0,810,2,dark purple
9.0,128,416,0,821,2,dark purple
9.0,124,433,0,877,2,dark purple
9.0,144,445,0,923,2,dark purple
9.0,142,468,0,908,2,dark purple
9.0,168,451,0,922,2,dark purple
9.0,162,459,0,943,2,dark purple
9.0,152,455,0,1018,2,dark purple
10.0,87,879,0,1133,1,purple
10.0,89,870,0,1125,1,purple
10.0,87,860,0,1145,1,purple
10.0,91,872,0,1170,1,purple
10.0,88,869,0,1161,1,purple
10.0,88,878,0,1160,1,purple
10.0,96,872,0,1143,1,purple
10.0,107,885,0,1184,1,purple
10.0,105,864,0,1153,1,purple
10.0,105,874,0,1187,1,purple
10.0,110,907,0,1201,1,purple
10.0,123,919,0,1195,1,purple
10.0,130,845,0,1166,1,purple
10.0,154,834,0,957,1,purple
10.0,170,802,0,955,1,purple
10.0,99,826,0,1139,1,purple
10.0,101,854,0,1163,1,purple
10.0,99,909,0,1200,1,purple
10.0,108,922,0,1207,1,purple
10.0,110,916,0,1232,1,purple
10.0,105,959,0,1245,1,purple
10.0,107,982,0,1274,1,purple
10.0,114,971,0,1267,1,purple
10.0,108,995,0,1167,1,purple
10.0,129,1009,0,1195,1,purple
10.0,134,997,0,1228,1,purple
10.0,134,988,0,1251,1,purple
10.0,121,885,0,1208,1,purple
10.0,124,831,0,1197,1,purple
10.0,133,815,0,1100,1,purple
9.0,175,687,0,926,2,dark purple
9.0,182,689,0,934,2,dark purple
9.0,159,647,0,851,2,dark purple
9.0,162,647,0,824,2,dark purple
9.0,160,682,0,886,2,dark purple
9.0,164,706,0,899,2,dark purple
9.0,166,815,0,1037,1,purple
9.0,159,834,0,1030,1,purple
9.0,137,885,0,900,1,purple
9.0,148,888,0,871,2,dark purple
9.0,154,946,0,877,1,purple
9.0,156,989,0,935,1,purple
9.0,169,989,0,980,1,purple
9.0,163,1048,0,1014,1,purple
9.0,175,1065,0,1135,1,purple
8.0,148,475,0,860,2,dark purple
8.0,166,503,0,925,2,dark purple
8.0,157,509,0,899,2,dark purple
8.0,167,521,0,927,2,dark purple
8.0,159,494,0,927,2,dark purple
8.0,160,522,0,966,2,dark purple
8.0,151,510,0,958,2,dark purple
8.0,165,516,0,976,2,dark purple
8.0,160,512,0,961,2,dark purple
8.0,156,523,0,963,2,dark purple
8.0,168,528,0,928,2,dark purple
8.0,174,526,0,950,2,dark purple
8.0,171,474,0,896,2,dark purple
8.0,176,460,0,871,2,dark purple
8.0,180,418,0,830,2,dark purple
10.0,112,1003,0,1362,1,purple
10.0,117,1022,0,1401,1,purple
10.0,127,1009,0,1415,1,purple
10.0,147,986,0,1405,1,purple
10.0,155,977,0,1417,1,purple
10.0,152,1020,0,1484,1,purple
10.0,136,1003,0,1476,1,purple
10.0,152,1074,0,1570,1,purple
10.0,156,1101,0,1562,1,purple
10.0,158,1082,0,1565,1,purple
10.0,168,1059,0,1453,1,purple
10.0,167,1042,0,1416,1,purple
10.0,180,983,0,1368,1,purple
10.0,197,979,0,1430,1,purple
10.0,218,949,0,1460,1,purple
8.0,72,389,0,719,2,dark purple
8.0,87,410,0,738,2,dark purple
8.0,93,397,0,717,2,dark purple
8.0,102,396,0,721,2,dark purple
8.0,109,390,0,735,2,dark purple
8.0,111,394,0,768,2,dark purple
8.0,110,366,0,748,2,dark purple
8.0,114,341,0,736,2,dark purple
8.0,109,339,0,744,2,dark purple
8.0,116,301,0,719,2,dark purple
8.0,108,299,0,679,2,dark purple
8.0,108,275,0,652,2,dark purple
8.0,101,268,0,625,2,dark purple
8.0,101,247,0,626,2,dark purple
8.0,110,267,0,664,2,dark purple
6.0,112,240,0,582,2,dark purple
6.0,102,229,0,603,2,dark purple
6.0,87,255,0,584,2,dark purple
6.0,68,263,0,545,2,dark purple
6.0,73,276,0,534,2,dark purple
6.0,82,299,0,565,2,dark purple
6.0,112,268,0,583,2,dark purple
6.0,127,261,0,601,2,dark purple
6.0,150,288,0,629,2,dark purple
6.0,140,302,0,620,2,dark purple
6.0,150,300,0,634,2,dark purple
6.0,162,293,0,602,2,dark purple
6.0,153,306,0,641,2,dark purple
6.0,155,297,0,589,2,dark purple
6.0,156,289,0,642,2,dark purple
10.0,38,504,0,644,2,dark purple
10.0,45,482,0,627,2,dark purple
10.0,44,499,0,645,2,dark purple
10.0,35,502,0,638,2,dark purple
10.0,35,494,0,626,2,dark purple
10.0,37,504,0,648,2,dark purple
10.0,41,481,0,649,2,dark purple
10.0,34,472,0,646,2,dark purple
10.0,31,447,0,630,2,dark purple
10.0,35,452,0,560,2,dark purple
10.0,36,443,0,545,2,dark purple
10.0,38,407,0,399,2,dark purple
10.0,35,374,0,386,2,dark purple
10.0,33,391,0,341,2,dark purple
10.0,45,402,0,365,2,dark purple
4.0,174,2,140,0,0,pink
4.0,192,2,159,0,0,pink
4.0,185,3,150,0,0,pink
4.0,163,4,150,0,0,pink
4.0,156,4,160,0,0,pink
3.0,165,3,168,0,0,pink
3.0,176,0,176,0,0,pink
3.0,186,0,186,0,0,pink
3.0,194,0,194,0,0,pink
3.0,192,0,188,0,0,pink
3.0,219,0,219,0,0,pink
3.0,225,0,212,11,0,pink
3.0,237,0,237,0,0,pink
3.0,245,0,245,0,0,pink
3.0,238,0,230,1,0,pink
10.0,11,489,0,0,0,pink
10.0,12,472,0,0,0,pink
10.0,12,441,0,0,0,pink
10.0,22,412,0,0,0,pink
10.0,19,375,0,0,0,pink
10.0,14,356,0,0,0,pink
10.0,19,327,0,0,0,pink
10.0,17,338,0,0,0,pink
10.0,21,352,0,387,2,dark purple
10.0,17,348,0,0,0,pink
10.0,11,335,0,257,0,pink
10.0,11,310,0,186,0,pink
10.0,13,305,0,186,0,pink
10.0,10,284,0,148,0,pink
10.0,12,270,0,147,0,pink
10.0,38,596,0,0,0,pink
10.0,37,593,0,2,0,pink
10.0,38,630,0,1,0,pink
10.0,37,615,0,0,0,pink
10.0,36,630,0,0,0,pink
10.0,55,608,0,0,0,pink
10.0,62,600,0,80,0,pink
10.0,57,582,0,1,0,pink
10.0,59,547,0,0,0,pink
10.0,59,506,0,0,0,pink
10.0,54,496,0,0,0,pink
10.0,56,573,0,0,0,pink
10.0,58,636,0,0,0,pink
10.0,59,657,0,0,0,pink
10.0,60,658,0,0,0,pink
4.0,87,0,88,0,0,pink
4.0,91,0,92,0,0,pink
4.0,104,0,105,0,0,pink
4.0,120,0,121,0,0,pink
4.0,124,1,126,0,0,pink
4.0,128,3,132,0,0,pink
4.0,128,3,132,0,0,pink
4.0,127,4,132,0,0,pink
4.0,139,6,145,0,0,pink
4.0,160,4,164,0,0,pink
4.0,163,4,167,0,0,pink
4.0,162,3,165,0,0,pink
4.0,131,0,131,0,0,pink
4.0,124,0,125,0,0,pink
4.0,125,0,125,0,0,pink
6.0,3,27,0,0,0,pink
6.0,3,35,0,27,0,pink
6.0,1,34,0,23,0,pink
6.0,10,28,0,9,0,pink
6.0,11,20,0,17,0,pink
6.0,12,19,0,8,0,pink
6.0,8,11,0,0,0,pink
6.0,8,15,0,28,0,pink
6.0,9,14,0,26,0,pink
6.0,9,22,0,31,0,pink
6.0,11,15,0,26,0,pink
6.0,10,19,0,32,0,pink
6.0,6,20,0,27,0,pink
6.0,8,21,0,31,0,pink
6.0,11,36,0,49,0,pink
6.0,38,90,0,257,0,pink
6.0,36,86,0,269,0,pink
6.0,38,85,0,248,0,pink
6.0,38,86,0,256,0,pink
6.0,38,73,0,221,0,pink
6.0,38,70,0,214,0,pink
6.0,45,61,0,197,0,pink
6.0,45,69,0,202,0,pink
6.0,30,61,0,161,0,pink
6.0,27,64,0,158,0,pink
6.0,22,57,0,156,0,pink
6.0,23,45,0,142,0,pink
6.0,24,56,0,149,0,pink
6.0,28,55,0,146,0,pink
6.0,24,54,0,160,0,pink
9.0,55,336,0,555,2,dark purple
9.0,57,343,0,580,2,dark purple
9.0,72,325,0,560,2,dark purple
9.0,73,336,0,561,2,dark purple
9.0,82,315,0,566,2,dark purple
9.0,92,298,0,551,2,dark purple
9.0,100,274,0,551,2,dark purple
9.0,105,279,0,574,2,dark purple
9.0,104,248,0,543,2,dark purple
9.0,102,239,0,509,2,dark purple
9.0,118,229,0,529,2,dark purple
9.0,119,209,0,508,2,dark purple
9.0,117,180,0,392,2,dark purple
9.0,124,158,0,357,2,dark purple
9.0,119,155,0,365,2,dark purple
4.0,119,260,0,239,0,pink
4.0,108,256,0,256,0,pink
4.0,105,241,0,256,0,pink
4.0,110,229,0,209,0,pink
4.0,107,252,0,210,0,pink
6.0,114,254,0,207,0,pink
6.0,103,232,0,147,0,pink
6.0,118,202,0,109,0,pink
6.0,103,188,0,105,0,pink
6.0,116,186,0,113,0,pink
6.0,153,186,0,116,0,pink
6.0,162,180,0,119,0,pink
6.0,162,180,0,93,0,pink
6.0,179,191,0,51,0,pink
6.0,183,172,0,166,0,pink
7.0,148,719,0,859,2,dark purple
7.0,171,681,0,843,2,dark purple
7.0,164,699,0,866,2,dark purple
7.0,179,672,0,847,2,dark purple
7.0,178,663,0,847,2,dark purple
6.0,171,642,0,817,2,dark purple
6.0,176,633,0,800,2,dark purple
6.0,208,633,0,823,2,dark purple
6.0,183,621,0,772,2,dark purple
6.0,198,631,0,791,2,dark purple
6.0,176,634,0,790,2,dark purple
6.0,169,649,0,761,2,dark purple
6.0,184,607,0,747,2,dark purple
6.0,204,597,0,777,2,dark purple
6.0,215,608,0,853,2,dark purple
7.0,167,801,0,998,1,purple
7.0,172,813,0,979,1,purple
7.0,188,791,0,998,1,purple
7.0,189,744,0,964,2,dark purple
7.0,170,712,0,938,2,dark purple
7.0,191,689,0,915,2,dark purple
7.0,171,679,0,883,2,dark purple
7.0,164,669,0,857,2,dark purple
7.0,179,644,0,828,2,dark purple
7.0,183,641,0,815,2,dark purple
7.0,168,613,0,801,2,dark purple
7.0,168,611,0,779,2,dark purple
7.0,185,600,0,766,2,dark purple
7.0,204,605,0,790,2,dark purple
7.0,213,584,0,775,2,dark purple
6.0,33,85,0,24,0,pink
6.0,28,97,0,66,0,pink
6.0,27,92,0,27,0,pink
6.0,24,85,0,26,0,pink
6.0,17,105,0,21,0,pink
7.0,13,103,0,23,0,pink
7.0,11,107,0,23,0,pink
7.0,16,117,0,39,0,pink
7.0,14,127,0,38,0,pink
7.0,15,127,0,38,0,pink
7.0,18,132,0,39,0,pink
7.0,24,128,0,53,0,pink
7.0,26,119,0,88,0,pink
7.0,24,118,0,86,0,pink
7.0,24,122,0,86,0,pink
6.0,20,60,0,14,0,pink
6.0,19,61,0,63,0,pink
6.0,16,65,0,84,0,pink
6.0,22,72,0,6,0,pink
6.0,26,64,0,14,0,pink
5.0,25,64,0,11,0,pink
5.0,20,74,0,8,0,pink
5.0,23,81,0,11,0,pink
5.0,18,99,0,15,0,pink
5.0,18,91,0,4,0,pink
5.0,20,92,0,2,0,pink
5.0,22,96,0,0,0,pink
5.0,15,91,0,1,0,pink
5.0,15,93,0,1,0,pink
5.0,21,86,0,0,0,pink
6.0,44,273,0,170,0,pink
6.0,43,279,0,158,0,pink
6.0,38,275,0,168,0,pink
6.0,40,253,0,146,0,pink
6.0,44,263,0,173,0,pink
6.0,46,267,0,170,0,pink
6.0,50,301,0,192,0,pink
6.0,46,278,0,196,0,pink
6.0,49,285,0,193,0,pink
6.0,50,273,0,205,0,pink
6.0,40,267,0,211,0,pink
6.0,38,263,0,258,0,pink
6.0,35,233,0,231,0,pink
6.0,30,229,0,249,0,pink
6.0,33,252,0,261,0,pink
6.0,175,1042,0,1235,1,purple
6.0,166,955,0,1132,1,purple
6.0,169,879,0,1050,1,purple
6.0,170,813,0,980,1,purple
6.0,161,762,0,938,2,dark purple
6.0,160,696,0,836,2,dark purple
6.0,147,698,0,821,2,dark purple
6.0,150,661,0,786,2,dark purple
6.0,180,677,0,845,2,dark purple
6.0,209,771,0,953,2,dark purple
6.0,244,901,0,1141,1,purple
6.0,279,1027,0,1259,1,purple
6.0,254,1025,0,1264,1,purple
6.0,255,990,0,1243,1,purple
6.0,243,950,0,1194,1,purple
7.0,162,768,0,955,2,dark purple
7.0,150,781,0,973,1,purple
7.0,153,783,0,981,1,purple
7.0,149,802,0,1004,1,purple
7.0,162,824,0,1000,1,purple
7.0,168,806,0,986,1,purple
7.0,168,812,0,1011,1,purple
7.0,160,776,0,978,1,purple
7.0,163,743,0,959,2,dark purple
7.0,143,698,0,926,2,dark purple
7.0,157,645,0,875,2,dark purple
7.0,157,598,0,819,2,dark purple
7.0,147,567,0,799,2,dark purple
7.0,147,537,0,745,2,dark purple
7.0,163,544,0,775,2,dark purple
7.0,119,751,0,914,2,dark purple
7.0,126,802,0,988,1,purple
7.0,143,775,0,991,1,purple
7.0,140,794,0,977,1,purple
7.0,135,835,0,1009,1,purple
7.0,150,825,0,1059,1,purple
7.0,147,786,0,994,1,purple
7.0,135,783,0,995,1,purple
7.0,123,718,0,928,2,dark purple
7.0,109,647,0,850,2,dark purple
7.0,111,565,0,784,2,dark purple
7.0,106,522,0,714,2,dark purple
7.0,123,515,0,714,2,dark purple
7.0,117,510,0,659,2,dark purple
7.0,133,514,0,645,2,dark purple
8.0,124,1208,0,1348,1,purple
8.0,128,1260,0,1405,1,purple
8.0,126,1230,0,1361,1,purple
8.0,134,1253,0,1348,1,purple
8.0,139,1242,0,1363,1,purple
8.0,136,1244,0,1350,1,purple
8.0,157,1204,0,1328,1,purple
8.0,172,1281,0,1402,1,purple
8.0,164,1261,0,1415,1,purple
8.0,166,1282,0,1412,1,purple
8.0,161,1292,0,1393,1,purple
8.0,171,1224,0,1339,1,purple
8.0,174,1169,0,1275,1,purple
8.0,168,1225,0,1343,1,purple
8.0,178,1187,0,1305,1,purple
4.0,40,189,0,0,0,pink
4.0,39,186,0,0,0,pink
4.0,40,180,0,0,0,pink
4.0,37,186,0,0,0,pink
4.0,35,165,0,0,0,pink
4.0,30,155,0,0,0,pink
4.0,33,152,0,0,0,pink
4.0,38,152,0,0,0,pink
4.0,43,142,0,0,0,pink
4.0,41,136,0,0,0,pink
4.0,50,128,0,0,0,pink
4.0,71,114,0,0,0,pink
4.0,67,105,0,0,0,pink
4.0,67,111,0,0,0,pink
4.0,65,92,0,0,0,pink
4.0,105,449,0,492,2,dark purple
4.0,101,454,0,510,2,dark purple
4.0,103,453,0,511,2,dark purple
4.0,126,461,0,529,2,dark purple
4.0,132,458,0,507,2,dark purple
5.0,131,503,0,578,2,dark purple
5.0,122,496,0,586,2,dark purple
5.0,122,533,0,602,2,dark purple
5.0,112,537,0,593,2,dark purple
5.0,110,534,0,596,2,dark purple
5.0,120,554,0,591,2,dark purple
5.0,133,544,0,605,2,dark purple
5.0,145,520,0,611,2,dark purple
5.0,141,495,0,588,2,dark purple
